com.adobe.cq.cq-gfx, 1.5.5.CQ650-B0001, Adobe CQ Graphics Rendering API
com.adobe.cq.cq-healthcheck, 1.4.2, CQ Health Check Services
com.adobe.cq.cq-history, 5.10.6, Adobe Communique 5 History
com.adobe.cq.inbox.cq-inbox, 1.2.28, AEM - Inbox Core
com.adobe.cq.inbox.cq-inbox-ui, 1.2.22, AEM - Inbox UI
com.adobe.cq.cq-launches-api, 5.12.2, Adobe Communique 5 Launches API
com.day.cq.cq-mailer, 5.14.3.CQ650-B0012, Day Communique 5 Mailer
com.day.cq.mcm.cq-mcm-campaign, 1.3.34, Day Communique 5 Adobe Campaign Integration
com.day.cq.mcm.cq-mcm-core, 5.12.4, Day Communique 5 MCM Core Implementation
com.day.cq.mcm.cq-mcm-emailprovider, 1.4.4, Day Communique 5 MCM External Email Provider Interface
com.day.cq.mcm.cq-mcm-landingpage, 1.4.4, Day Communique 5 MCM Landing Page Implementation
com.adobe.cq.media.cq-media-articles, 5.10.2, Day Communique 5 Media Articles Implementation
com.day.cq.wcm.cq-msm-api, 5.11.14, Day Communique 5 WCM Multi Site Management API
com.day.cq.wcm.cq-msm-commons, 1.1.2, Day Communique 5 WCM Multi Site Management Commons
com.day.cq.wcm.cq-msm-core, 5.12.123.CQ650-B0002, Day Communique 5 WCM Multi Site Management Core
com.day.cq.wcm.cq-msm-move-api, 0.0.8, Day Communique 5 WCM Multi Site Management Move Handle API
com.adobe.cq.cq-multisite-targeting, 1.1.2, AEM 6 - MSM Support for Adobe Target integration
com.day.cq.cq-notifcation-api, 5.8.2, Day Communique 5 Notification API
com.day.cq.cq-notifcation-impl, 5.9.2, Day Communique 5 Notification Implementation
com.day.cq.cq-personalization, 5.12.50, AEM Personalization
com.day.cq.cq-polling-importer, 5.12.4.B0002, Day Communique 5 Polling Importer
com.adobe.cq.cq-ref-update-processor-api, 1.1.2, AEM - Reference Update Processor API bundle
com.adobe.cq.cq-ref-update-processor-impl, 1.0.16, AEM - Reference Update Processor Impl bundle
com.adobe.cq.remotedam.cq-remotedam-client-core, 1.0.49.CQ650-B0008, Adobe CQ Remote Dam Client Core Bundle
com.adobe.cq.remotedam.cq-remotedam-server-core, 1.1.44, Adobe CQ Remote DAM Server Core
com.day.cq.cq-replication-audit, 5.12.6, Day Communique 5 Replication - Auditing
com.day.cq.cq-reporting, 5.11.10, Day Communique 5 Reporting
com.adobe.cq.cq-rest-sites, 1.2.2, Adobe CQ REST API Sites
com.day.cq.cq-retriever, 5.8.2, Day Communique 5 Retriever
com.day.cq.cq-rewriter, 5.12.27.CQ650-B0004, Day Communique 5 Rewriter
com.day.cq.dam.cq-scene7-api, 5.12.72.CQ650-B0002, Day Communique 5 DAM Scene7 Integration
com.day.cq.dam.cq-scene7-core, 5.12.272.CQ650-B0004, Day Communique 5 DAM Scene7 Integration
com.adobe.cq.dam.cq-scene7-imaging, 1.6.66.CQ650-B0102, Adobe CQ DAM Scene7 Dynamic Imaging
com.day.cq.dam.cq-scene7-wsdl, 1.3.12, Day Communique 5 DAM Scene7 API Wrapper Bundle
com.adobe.cq.cq-scheduled-exporter, 5.10.2, Adobe Communique 5 Scheduled Exporter
com.day.cq.cq-search, 5.12.26, Adobe CQ Search QueryBuilder
com.day.cq.cq-search-ext, 1.3.10, Adobe CQ Search Extension
com.day.cq.cq-search-suggest, 5.11.2, Adobe CQ Search Suggestions
com.adobe.cq.cq-searchpromote-integration, 5.12.12, AEM 6 - Adobe Search&Promote Integration
com.day.cq.cq-security, 5.12.12.CQ650-B0005, Day Communique 5 Security
com.day.cq.cq-security-api, 5.9.4, Day Communique 5 Security API
com.adobe.cq.cq-security-hc, 1.5.8, Adobe CQ Security Health Checks
com.adobe.cq.social.cq-social-activitystreams, 1.6.18, AEM Communities ActivityStreams - Bundle
com.adobe.cq.social.cq-social-as-provider, 1.5.7, AEM Communities AdobeSocial Resource Provider - Bundle
com.adobe.cq.social.cq-social-badging-api, 1.3.0, AEM Communities Badging API - Bundle
com.adobe.cq.social.cq-social-badging-basic-impl, 1.3.0, AEM Communities Basic Badging - Bundle
com.adobe.cq.social.cq-social-badging-impl, 1.3.2, AEM Communities Badging - Bundle
com.adobe.cq.social.cq-social-calendar-api, 1.6.5, AEM Communities Calendar - API Bundle
com.adobe.cq.social.cq-social-calendar-impl, 1.6.17, AEM Communities Calendar - Impl Bundle
com.adobe.cq.social.cq-social-commons, 1.10.87, AEM Communities Commons - Bundle
com.adobe.cq.social.cq-social-commons-oauth, 1.7.11, AEM Communities Commons Oauth - Bundle
com.adobe.cq.social.cq-social-console, 1.6.46, AEM Communities Console - Bundle
com.adobe.cq.social.cq-social-content-fragments-impl, 1.2.0, AEM Communities Content Fragments Impl - Bundle
com.adobe.cq.social.cq-social-enablement-api, 2.3.6, AEM Communities Enablement Api - Bundle
com.adobe.cq.social.cq-social-enablement-impl, 2.3.19, AEM Communities Enablement Impl - Bundle
com.adobe.cq.social.cq-social-filelibrary, 1.5.7, AEM Communities File Library - Bundle
com.adobe.cq.social.cq-social-forum, 1.8.12, AEM Communities Forum - Bundle
com.adobe.cq.social.cq-social-gamification-api, 1.2.2, AEM Communities Gamification API - Bundle
com.adobe.cq.social.cq-social-gamification-impl, 1.2.3, AEM Communities Gamification Impl - Bundle
com.adobe.cq.social.cq-social-graph-api, 1.4.0, AEM Communities SocialGraph API - Bundle
com.adobe.cq.social.cq-social-graph-impl, 1.4.4, AEM Communities SocialGraph Impl - Bundle
com.adobe.cq.social.cq-social-group, 1.7.18, AEM Communities CommunityGroup - Bundle
com.adobe.cq.social.cq-social-handlebars, 1.10.21, AEM Communities Handlebars Scripting Engine - Bundle
com.adobe.cq.social.cq-social-ideation-api, 1.2.14, AEM Communities Ideation API - Bundle
com.adobe.cq.social.cq-social-ideation-impl, 1.2.16, AEM Communities Ideation - Bundle
com.adobe.cq.social.cq-social-jcr-provider, 1.4.7, AEM Communities JCR Resource Provider (6.2+ glue) - Bundle
com.adobe.cq.social.cq-social-jcr-provider-common, 1.4.10, AEM Communities JCR Resource Provider Common Code - Bundle
com.adobe.cq.social.cq-social-journal, 1.6.17.CQ650-B0002, AEM Communities Journal - Bundle
com.adobe.cq.social.cq-social-members-api, 1.3.4, AEM Communities Members API - Bundle
com.adobe.cq.social.cq-social-members-impl, 1.3.10, AEM Communities Members Impl - Bundle
com.adobe.cq.social.cq-social-messaging-api, 1.6.8, AEM Communities Messaging - API Bundle
com.adobe.cq.social.cq-social-messaging-impl, 1.6.15, AEM Communities Messaging - Impl Bundle
com.adobe.cq.social.cq-social-moderation, 2.5.8, AEM Communities Moderation - Bundle
com.adobe.cq.social.cq-social-moderation-spamdetector-core, 3.3.2, AEM Communities Spam Detection Core - Bundle
com.adobe.cq.social.cq-social-ms-provider, 1.2.8, AEM Communities Mongo Storage Resource Provider - Bundle
com.adobe.cq.social.cq-social-notifications-api, 1.3.7, AEM Communities Notifications - API Bundle
com.adobe.cq.social.cq-social-notifications-channels-web, 1.3.11, AEM Communities Notifications - Web Channel
com.adobe.cq.social.cq-social-notifications-impl, 1.3.13, AEM Communities Notifications - IMPL Bundle
com.adobe.cq.social.cq-social-qna, 1.7.11, AEM Communities QnA - Bundle
com.adobe.cq.social.cq-social-rdb-provider, 1.3.15, AEM Communities Relational Social Resource Provider - Bundle
com.adobe.cq.social.cq-social-reporting-management, 1.3.4, AEM Communities Enablement Reporting Management- Bundle
com.adobe.cq.social.cq-social-review, 1.6.6, AEM Communities Review - Bundle
com.adobe.cq.social.cq-social-scf-api, 2.2.7, AEM Communities SCF - API Bundle
com.adobe.cq.social.cq-social-scf-impl, 2.2.12, AEM Communities SCF - Impl Bundle
com.adobe.cq.social.cq-social-scoring-api, 2.3.0, AEM Communities Scoring API - Bundle
com.adobe.cq.social.cq-social-scoring-basic-impl, 1.3.0, AEM Communities Scoring Basic - Bundle
com.adobe.cq.social.cq-social-scoring-impl, 2.3.2, AEM Communities Scoring - Bundle
com.adobe.cq.social.cq-social-serviceusers-api, 1.5.0, AEM Communities Service Users - Bundle
com.adobe.cq.social.cq-social-serviceusers-impl, 1.5.0, AEM Communities Service Users - Impl Bundle
com.adobe.cq.social.cq-social-srp-api, 1.4.18, AEM Communities SRP Base - API Bundle
com.adobe.cq.social.cq-social-srp-impl, 1.4.41, AEM Communities SRP - Impl Bundle
com.adobe.cq.social.cq-social-sync, 1.3.12, AEM Communities Sync - Bundle
com.adobe.cq.social.cq-social-tally, 1.6.3, AEM Communities Tally - Bundle
com.adobe.cq.social.cq-social-translation, 1.5.1, AEM Communities Translation - Bundle
com.adobe.cq.social.cq-social-ugc-search-collections, 2.5.3, AEM Communities UGC SearchCollections - Bundle
com.adobe.cq.social.cq-social-ugcbase-api, 2.5.1, AEM Communities UGC Base - API Bundle
com.adobe.cq.social.cq-social-ugcbase-impl, 2.5.3, AEM Communities UGC Base - Impl Bundle
com.adobe.cq.social.cq-social-user-ugc-management, 1.2.6, AEM Communities User Ugc Moderation - Bundle
com.adobe.cq.cq-socialmedia-integration, 1.2.4, AEM - Social Media Integration
com.day.cq.cq-spellchecker, 5.10.2, Day Communique 5 Spellchecker
com.day.cq.cq-statistics, 5.11.4, Day Communique 5 Statistics
com.day.cq.cq-tagging, 5.12.7.CQ650-B0004, Day Communique 5 Tagging
com.adobe.cq.cq-target-integration, 1.3.64.CQ650-B0002, AEM 6 - Adobe Target integration
com.adobe.cq.cq-targetrecommendations, 1.4.4, AEM 6 - Adobe Target Recommendations Integration
com.day.cq.wcm.cq-wcm-api, 5.14.18, Day Communique 5 WCM API
com.day.cq.wcm.cq-wcm-commons, 5.11.6, Day Communique 5 WCM Commons
com.day.cq.wcm.cq-wcm-content-sync, 5.12.10, Day Communique 5 WCM Content Sync Extensions
com.day.cq.wcm.cq-wcm-core, 5.12.270.CQ650-B0012, Day Communique 5 WCM Core Implementation
com.day.cq.wcm.cq-wcm-designimporter, 1.6.12, Day Communique 5 WCM Design Importer
com.day.cq.wcm.cq-wcm-emulator, 5.11.2, Day Communique 5 WCM Emulator
com.day.cq.wcm.cq-wcm-foundation, 5.12.73.CQ650-B0002, Adobe CQ WCM Foundation Components
com.adobe.cq.wcm.cq-wcm-launches-core, 5.13.57.CQ650-B0004, Adobe Communique 5 WCM Launches Core
com.day.cq.wcm.cq-wcm-mobile-api, 5.11.6, Day Communique 5 WCM Mobile API
com.day.cq.wcm.cq-wcm-mobile-core, 5.11.16, Day Communique 5 WCM Mobile Core
com.day.cq.wcm.cq-wcm-mobile-qrcode, 5.11.2, Mobile QR Code Generator
com.day.cq.wcm.cq-wcm-models-extension, 1.0.2, AEM WCM - Models Extension
com.day.cq.wcm.cq-wcm-notification, 5.11.14, Day Communique 5 WCM Notification Bundle
com.day.cq.wcm.cq-wcm-offline, 5.11.2, Day Communique 5 WCM Offline Editor
com.day.cq.wcm.cq-wcm-resource-details, 0.4.12, Day Communique WCM Resource Details
com.day.cq.wcm.cq-wcm-scripting-support, 1.1.8, Adobe CQ WCM Scripting Support
com.adobe.cq.sightly.cq-wcm-sightly-extension, 1.7.10, Adobe Experience Manager HTL Extension
com.day.cq.wcm.cq-wcm-taglib, 5.13.8, Day Communique 5 WCM Tag Lib
com.day.cq.wcm.cq-wcm-translation, 1.5.162.CQ650-B0001, Adobe CQ Translation Workflow
com.day.cq.wcm.cq-wcm-undo, 5.11.2, Day Communique 5 WCM Undo
com.day.cq.wcm.cq-wcm-webservice-support, 5.12.15.CQ650-B0004, Day Communique 5 WCM Webservice Support
com.day.cq.wcm.cq-wcm-workflow, 5.11.28, Day Communique 5 WCM Workflow
com.day.cq.wcm.cq-wcm-workflow-api, 5.9.2, Day Communique 5 WCM Workflow API
com.day.cq.cq-widgets-ext, 5.12.4, Day Communique 5 Ext Widgets
com.day.cq.workflow.cq-workflow-api, 6.3.2.CQ650-B0002, Day Communique 5 Workflow API
com.day.cq.workflow.cq-workflow-console, 6.2.2, Day Communique 5 Workflow Console
com.day.cq.workflow.cq-workflow-impl, 6.3.8.CQ658-B0005, Day Communique 5 Workflow Implementation
com.day.crx.sling.crx-auth-token, 2.7.0.CQ650-B0001-SNAPSHOT, Adobe Granite Token Authentication
com.day.cq.dam.dam-webdav-support, 1.4.7.CQ650-B0001, Adobe DAM WebDAV Support
day-commons-diff, 1.1.6, Day Commons Library - Diff (Diff utilities)
day-commons-durbo, 2.1.6, Day Commons Library - Durbo Content Packaging
day-commons-gfx, 2.1.52, Day Commons Library - Graphics Support Library (gfx)
day-commons-io, 1.1.8, Day Commons Library - Input/Output Support
day-commons-jrawio, 1.5.0.006, Day Commons Library - jrawio bundling
day-commons-jstl, 1.2.2, Adobe Granite Commons Library - JavaServer Pages Standard Tag Library
day-commons-misc, 1.1.2, Day Commons Library - Miscellaneous Functions
day.commons.datasource.jdbcpool, 1.0.26, Adobe Granite Commons Library - JDBC pool provider for the Data Source Pool
day.commons.datasource.poolservice, 1.0.10, Day Commons Library - Data Source Pool
com.adobe.cq.dtm-reactor.core, 1.1.26, Adobe CQ Activation DTM Core Bundle
com.adobe.cq.dtm-reactor.ui, 1.1.2, Adobe CQ Activation DTM UI Bundle
com.adobe.cq.exp-jspel-resolver, 5.0.42, JSPEL Expression Resolver Bundle
com.adobe.xmp.worker.files.host, 1.0.8, Adobe - XMPFiles Worker host
com.adobe.xmp.worker.files.native.fragment.linux, 1.0.10, Adobe - XMPFiles Worker platform fragment linux, RESOLVED
com.adobe.xmp.worker.files.native.fragment.macosx, 1.0.10, Adobe - XMPFiles Worker platform fragment macosx, RESOLVED
com.adobe.xmp.worker.files.native.fragment.win, 1.0.10, Adobe - XMPFiles Worker platform fragment win, RESOLVED
forms-foundation-bundle, 4.0.74, Forms Foundation Layer Bundle
com.adobe.forms.foundation-forms-foundation-cloud-config, 4.0.74, Forms Foundation Cloud Configurations Bundle
org.apache.geronimo.specs.geronimo-atinject_1.0_spec, 1.0.0, Apache Geronimo JSR-330 Spec API
com.github.jknack.handlebars, 4.3.1, Handlebars
org.apache.jackrabbit.jackrabbit-webdav, 2.20.16, Jackrabbit WebDAV Library
com.adobe.cq.json-schema-parser, 4.0.184, JSON Schema Parser Bundle
javax.mail, 1.6.2, JavaMail API
com.adobe.cq.myspell, 2.0.4, MySpell
org.apache.opennlp.tools, 1.9.3, Apache OpenNLP Tools
org.apache.oltu.commons.encodedtoken, 1.0.1, Apache Oltu - Commons - Encoded Token
org.apache.oltu.commons.json, 1.0.0, org.apache.oltu.commons.json
org.apache.oltu.jose.jws, 1.0.1, Apache Oltu - JOSE - JWS
org.apache.oltu.oauth2.jwt, 1.0.3, Apache Oltu - OAuth 2.0 - JWT
org.apache.servicemix.bundles.rhino, 1.7.13.1, Apache ServiceMix :: Bundles :: rhino
org.apache.sling.atom.taglib, 0.9.0.R988585, Apache Sling Atom Tag Library
org.apache.sling.bundleresource.impl, 2.3.2, Apache Sling Bundle Resource Provider
org.apache.sling.caconfig.api, 1.1.2, Apache Sling Context-Aware Configuration API
org.apache.sling.caconfig.impl, 1.4.14, Apache Sling Context-Aware Configuration Implementation
org.apache.sling.caconfig.spi, 1.3.4, Apache Sling Context-Aware Configuration SPI
org.apache.sling.commons.compiler, 2.4.0, Apache Sling Commons Compiler
org.apache.sling.commons.contentdetection, 1.0.4, Apache Sling Content Detection Support
org.apache.sling.commons.fsclassloader, 1.0.10, Apache Sling Commons FileSystem ClassLoader
org.apache.sling.commons.html, 1.0.2, Apache Sling Commons HTML Utilities
org.apache.sling.commons.metrics-rrd4j, 1.0.6, Apache Sling Commons Metrics RRD4J
org.apache.sling.distribution.api, 0.3.0, Apache Sling Distribution API
org.apache.sling.distribution.core, 0.4.0.B008, Apache Sling Distribution Core (Adobe Vendor Branch)
org.apache.sling.engine, 2.15.18, Apache Sling Engine
org.apache.sling.event, 4.2.24, Apache Sling Event Support
org.apache.sling.event.dea, 1.1.4, Apache Sling Distributed Event Admin
org.apache.sling.hapi, 1.1.0, Apache Sling Hypermedia API tools
org.apache.sling.hc.core, 1.2.10, Apache Sling Health Check Core
org.apache.sling.hc.webconsole, 1.1.2, Apache Sling Health Check Webconsole Plugin
org.apache.sling.i18n, 2.6.2, Apache Sling I18N Support
org.apache.sling.jcr.davex, 1.3.10, Apache Sling JCR DavEx
org.apache.sling.jcr.resourcesecurity, 1.0.2, Apache Sling JCR Resource Security
org.apache.sling.jcr.webdav, 2.3.8, Apache Sling Simple WebDAV Access to repositories
org.apache.sling.jmx.provider, 1.0.2, Apache Sling JMX Resource Provider
org.apache.sling.models.api, 1.3.8, Apache Sling Models API
org.apache.sling.models.impl, 1.4.16.B0002, Apache Sling Models Implementation (Adobe Vendor Branch)
org.apache.sling.models.jacksonexporter, 1.0.8, Apache Sling Models Model Exporter - Jackson
org.apache.sling.resource.inventory, 1.0.8, Apache Sling Inventory Printer Based on Resources
org.apache.sling.resourcecollection, 1.0.2, Apache Sling Resource Collection API
org.apache.sling.resourcemerger, 1.4.4, Apache Sling Resource Merger
org.apache.sling.rewriter, 1.4.4, Apache Sling Rewriter
org.apache.sling.scripting.core, 2.4.10, Apache Sling Scripting Core
org.apache.sling.scripting.el-api, 1.0.4, Apache Sling Scripting EL API Wrapper
org.apache.sling.scripting.java, 2.1.6, Apache Sling Scripting Java
org.apache.sling.scripting.javascript, 3.1.4, Apache Sling Scripting JavaScript
org.apache.sling.scripting.jsp, 2.6.3.T20241002134325-6c9166f, Apache Sling Scripting JSP
org.apache.sling.scripting.jsp-api, 1.0.0, Apache Sling Wrapper Bundle for Apache Tomcat JSP API
org.apache.sling.scripting.jsp.taglib, 2.4.0, Apache Sling Scripting JSP Tag Library
org.apache.sling.scripting.sightly, 1.4.24.140, Apache Sling Scripting HTL Engine
org.apache.sling.scripting.sightly.compiler, 1.2.14.140, Apache Sling Scripting HTL Compiler
org.apache.sling.scripting.sightly.compiler.java, 1.2.2.140, Apache Sling Scripting HTL Java Compiler
org.apache.sling.scripting.sightly.js.provider, 1.2.12, Apache Sling Scripting HTL JS Use Provider
org.apache.sling.scripting.sightly.runtime, 1.2.6.140, Apache Sling Scripting HTL Runtime
org.apache.sling.servlets.get, 2.1.44.B0002, Apache Sling Default GET Servlets (Adobe Vendor Branch)
org.apache.sling.servlets.post, 2.3.26, Apache Sling Default POST Servlets
org.apache.sling.servlets.resolver, 2.11.2, Apache Sling Servlets Resolver
org.apache.sling.tenant, 1.1.4, Apache Sling Tenant
org.apache.sling.tracer, 1.0.6, Apache Sling Log Tracer
org.apache.sling.xss, 2.2.16, Apache Sling XSS Protection API
PDFServices_manipulations, 4.0.1704453728, Adobe PDF Manipulation services
PDFServices_security, 4.0.1704453728, Adobe PDF Security services
com.adobe.reef.siren.core, 1.0.4, Adobe Reef Siren
com.adobe.stock.api, 1.0.5, Adobe Stock Apis SDK
xtg, 3.0.0, xtg
com.day.cq.cq-compat-codeupgrade, 1.7.110, Day Communique 5 Code Upgrade service
com.day.cq.cq-upgrades-executor, 2.0.8, Adobe Communique 5 Upgrades Executor
com.day.cq.pre-upgrade-tasks, 1.0.44, AEM Pre-Upgrade Maintenance Tasks
org.apache.sling.startupfilter.disabler, 0.0.1.Rev1758544, Apache Sling Startup Filter Disabler
org.apache.servicemix.bundles.jaxb-runtime, 2.3.2.2, Apache ServiceMix :: Bundles :: jaxb-runtime
org.apache.servicemix.specs.jaxb-api-2.3, 2.3.0.3, Apache ServiceMix :: Specs :: JAXB API 2.3
com.adobe.bp.bp-cloudservice, 0.1.0.CQ650-B004, Adobe Brand Portal Cloudservice configuration
com.adobe.aem.com.adobe.aem.graphql-java-wrapper, 0.0.1.CQ650-B0012, Adobe Experience Manager GraphQL Java Wrapper
com.adobe.aem.graphql.api, 0.0.1.CQ650-B0006, GraphQL - API
com.adobe.aem.graphql.impl, 0.0.1.CQ650-B0010, GraphQL - Impl
com.adobe.aem.graphql.sites-api, 0.0.1.CQ650-B0008, Adobe Experience Manager GraphQL for Sites - API
com.adobe.aem.graphql.sites-base, 0.0.1.CQ650-B0020, Adobe Experience Manager GraphQL for Sites - Base Module
com.adobe.aem.graphql.sling-adapter, 0.0.1.CQ650-B0008, Adobe Experience Manager GraphQL Sling Adapter
com.adobe.cq.wcm.com.adobe.aem.wcm.seo, 1.0.10, Adobe AEM - SEO
com.adobe.cq.wcm.com.adobe.aem.wcm.seo.impl, 1.0.14, Adobe AEM - SEO Implementation
com.adobe.cq.ui.admin, 1.0.0.CQ650-B017, AEM UI WCM Admin Bundle
com.adobe.granite.jobs.async.ui.commons, 2.1.0, Adobe Granite Async Jobs
org.apache.commons.commons-codec, 1.17.1, Apache Commons Codec
org.apache.commons.commons-collections4, 4.4.0, Apache Commons Collections
org.apache.commons.commons-fileupload, 1.5.0, Apache Commons FileUpload
org.apache.commons.commons-io, 2.15.1, Apache Commons IO
com.day.cq.dam.cq-dam-asset-sourcing, 1.0.44, Day Communique 6 DAM Asset Sourcing Implementation
com.adobe.dam.cq-dam-cfm-extensions, 0.0.6, ContentFragmentManagement - Extensions
cq-dam-cfm-graphql, 0.0.1.CQ650-B0036, Adobe Experience Manager GraphQL for Content Fragments
com.adobe.cq.dam.cq-dam-ui-models, 1.0.18, AEM - DAM Sling Model Bundle
com.adobe.cq.inbox.cq-inbox-api, 1.0.14, AEM - Inbox API
com.adobe.cq.cq-ref-update-processor-util, 1.0.0, AEM - Reference Update Processor Utility bundle
com.adobe.cq.remotedam.cq-remotedam-api, 0.8.17.CQ650-B0002, Adobe CQ Remote DAM API Bundle
com.adobe.cq.remotedam.cq-remotedam-commons, 0.0.16, Adobe CQ Remote DAM Commons Bundle
org.ehcache, 3.8.1, Ehcache 3
com.h2database.mvstore, 2.1.214, H2 MVStore
org.apache.jackrabbit.oak-jackrabbit-api, 1.22.22, Jackrabbit API
org.apache.oltu.oauth2.client, 1.0.0, org.apache.oltu.oauth2.client
org.apache.servicemix.bundles.abdera-parser, 1.1.3.2, Apache ServiceMix :: Bundles :: abdera-parser
org.apache.servicemix.bundles.dom4j, 2.1.3.1, Apache ServiceMix :: Bundles :: dom4j
org.apache.servicemix.bundles.jdom, 1.1.0.4, Apache ServiceMix :: Bundles :: jdom
org.apache.sling.sitemap, 1.0.6, Apache Sling Sitemap
com.day.cq.remote.content.renderer, 2.0.6, Remote Content Renderer
com.adobe.tltd.ams-tltd-ap-dtdc-soco-bundle, 1.0.0, Adobe Managed Services Central Bundle
com.adobe.ams.dispatcher-filter-test-endpoint.core, 0.0.2, Dispatcher Filter Test Endpoint - Core
com.adobe.ams.cq-startuplistener.ssl, 1.0.1, cq-startuplistener.ssl
org.apache.felix.healthcheck.api, 2.0.4, Apache Felix Health Check API
org.apache.felix.healthcheck.core, 2.0.8, Apache Felix Health Check Core
org.apache.felix.healthcheck.generalchecks, 3.0.2, Apache Felix Health Check General Checks
PackageGarbagecollector.core, 1.2.0, AMS Package Purge - Core
AMSSecurity.core, 1.0.2, AMS Security - Core
com.adobe.ams.environment.indicator.bundle, 1.0.2, AMS Environment Indicator
org.apache.logging.log4j.api, 2.20.0, Apache Log4j API
org.apache.logging.log4j.to-slf4j, 2.20.0, Apache Log4j to SLF4J Adapter
com.adobe.aem.com.adobe.aem.wcm.hierarchical-object, 0.9.2, AEM WCM Utility to manage hierarchies
com.adobe.granite.toggle.api, 1.2.20, Adobe Granite Toggle API
com.adobe.granite.toggle.impl, 0.9.32, Adobe Granite Toggle Frontend Servlet
com.adobe.granite.toggle.impl.static, 1.0.12, Adobe Granite Toggle Static Connector
com.adobe.granite.webvitals65, 1.17.2, Adobe AEM Script Injector
org.apache.commons.commons-text, 1.10.0, Apache Commons Text
com.day.cq.wcm.cq-wcm-nodenameindexerimpl, 5.11.2, Day Communique 5 WCM NodeNameIndexer Implementation
com.day.cq.wcm.cq-wcm-siteimporter, 5.11.4, Day Communique 5 WCM Site Importer
org.owasp.encoder, 1.2.3, Java Encoder
graphiql.core, 0.0.25.CQ650-B0006, GraphiQL :: Core
org.glassfish.jakarta.json, 2.0.1, JSON-P Default Provider
json, 20231013.0.0.2, Adobe Granite org.json-20231013 Wrapper
com.cedarsoftware.json-io, 4.14.1, json-io
org.apache.sling.scripting.spi, 1.0.4, Apache Sling Scripting SPI
org.osgi.util.converter, 1.0.9.202202082230, org.osgi:org.osgi.util.converter
sling-api-compat, 1.0.6, Apache Sling API Compatibility Bundle, RESOLVED
com.adobe.granite.auth.querytoken, 1.0.12, Adobe Granite Query Token Authentication Handler
